Feature
195,mm10___ENSMUSG00000025781
196,mm10___ENSMUSG00000040771
197,mm10___ENSMUSG00000070319
198,mm10___ENSMUSG00000025967
199,mm10___ENSMUSG00000027810
200,mm10___ENSMUSG00000010362
201,mm10___ENSMUSG00000042323
202,mm10___ENSMUSG00000038535
203,mm10___ENSMUSG00000030533
204,mm10___ENSMUSG00000040865
205,mm10___ENSMUSG00000024991
206,mm10___ENSMUSG00000027133
207,mm10___ENSMUSG00000041798
208,mm10___ENSMUSG00000025364
209,mm10___ENSMUSG00000025068
210,mm10___ENSMUSG00000026594
211,mm10___ENSMUSG00000028964
212,mm10___ENSMUSG00000041028
213,mm10___ENSMUSG00000039438
214,mm10___ENSMUSG00000027620
215,mm10___ENSMUSG00000006998
216,mm10___ENSMUSG00000106918
217,mm10___ENSMUSG00000021037
218,mm10___ENSMUSG00000004846
219,mm10___ENSMUSG00000062991
220,mm10___ENSMUSG00000041057
221,mm10___ENSMUSG00000032673
222,mm10___ENSMUSG00000033845
223,mm10___ENSMUSG00000030007
224,mm10___ENSMUSG00000016921
225,mm10___ENSMUSG00000115326
226,mm10___ENSMUSG00000027523
227,mm10___ENSMUSG00000027942
228,mm10___ENSMUSG00000020671
229,mm10___ENSMUSG00000021111
230,mm10___ENSMUSG00000022812
231,mm10___ENSMUSG00000048578
232,mm10___ENSMUSG00000032267
233,mm10___ENSMUSG00000007656
234,mm10___ENSMUSG00000022427
235,mm10___ENSMUSG00000020745
236,mm10___ENSMUSG00000111673
237,mm10___ENSMUSG00000097500
238,mm10___ENSMUSG00000028692
239,mm10___ENSMUSG00000093538
240,mm10___ENSMUSG00000027596
241,mm10___ENSMUSG00000032481
242,mm10___ENSMUSG00000063021
243,mm10___ENSMUSG00000021668
244,mm10___ENSMUSG00000039713
245,mm10___ENSMUSG00000049999
246,mm10___ENSMUSG00000018446
247,mm10___ENSMUSG00000026196
248,mm10___ENSMUSG00000089762
249,mm10___ENSMUSG00000062590
250,mm10___ENSMUSG00000024953
251,mm10___ENSMUSG00000015659
252,mm10___ENSMUSG00000061613
253,mm10___ENSMUSG00000022241
254,mm10___ENSMUSG00000030814
255,mm10___ENSMUSG00000101848
256,mm10___ENSMUSG00000001473
257,mm10___ENSMUSG00000066621
258,GRCh38_ENSG00000111843
259,mm10___ENSMUSG00000051817
260,mm10___ENSMUSG00000042079
261,mm10___ENSMUSG00000059586
262,mm10___ENSMUSG00000031029
263,mm10___ENSMUSG00000059486
264,mm10___ENSMUSG00000004096
265,mm10___ENSMUSG00000024725
266,mm10___ENSMUSG00000104909
267,mm10___ENSMUSG00000024896
268,mm10___ENSMUSG00000004897
269,mm10___ENSMUSG00000011254
270,mm10___ENSMUSG00000029911
271,mm10___ENSMUSG00000113902
272,mm10___ENSMUSG00000046519
273,mm10___ENSMUSG00000060985
274,mm10___ENSMUSG00000035278
275,mm10___ENSMUSG00000102046
276,mm10___ENSMUSG00000061535
277,mm10___ENSMUSG00000034480
278,mm10___ENSMUSG00000019428
279,mm10___ENSMUSG00000107660
280,mm10___ENSMUSG00000063364
281,mm10___ENSMUSG00000063480
282,mm10___ENSMUSG00000028793
283,mm10___ENSMUSG00000047656
284,mm10___ENSMUSG00000043962
285,mm10___ENSMUSG00000027843
286,mm10___ENSMUSG00000027203
287,mm10___ENSMUSG00000074582
288,mm10___ENSMUSG00000053024
289,mm10___ENSMUSG00000041733
290,mm10___ENSMUSG00000043424
291,mm10___ENSMUSG00000030208
292,mm10___ENSMUSG00000029156
293,mm10___ENSMUSG00000020649
294,mm10___ENSMUSG00000027423
295,mm10___ENSMUSG00000092074
296,mm10___ENSMUSG00000022875
297,mm10___ENSMUSG00000024096
298,mm10___ENSMUSG00000027635
299,mm10___ENSMUSG00000050608
300,mm10___ENSMUSG00000024659
301,mm10___ENSMUSG00000024778
302,mm10___ENSMUSG00000104960
303,mm10___ENSMUSG00000022452
304,mm10___ENSMUSG00000100816
305,mm10___ENSMUSG00000037416
306,mm10___ENSMUSG00000045094
307,GRCh38_ENSG00000161929
308,mm10___ENSMUSG00000053889
309,mm10___ENSMUSG00000054013
310,mm10___ENSMUSG00000032056
311,mm10___ENSMUSG00000049235
312,mm10___ENSMUSG00000023104
313,mm10___ENSMUSG00000086849
314,mm10___ENSMUSG00000037544
315,mm10___ENSMUSG00000115783
316,mm10___ENSMUSG00000034903
317,mm10___ENSMUSG00000030588
318,mm10___ENSMUSG00000025551
319,mm10___ENSMUSG00000043445
320,mm10___ENSMUSG00000098172
321,mm10___ENSMUSG00000041120
322,mm10___ENSMUSG00000020075
323,mm10___ENSMUSG00000034751
324,mm10___ENSMUSG00000023905
325,mm10___ENSMUSG00000026020
326,mm10___ENSMUSG00000022515
327,mm10___ENSMUSG00000026258
328,mm10___ENSMUSG00000022403
329,mm10___ENSMUSG00000002910
330,mm10___ENSMUSG00000117393
331,mm10___ENSMUSG00000005873
332,mm10___ENSMUSG00000021759
333,mm10___ENSMUSG00000052273
334,mm10___ENSMUSG00000028656
335,mm10___ENSMUSG00000048731
336,mm10___ENSMUSG00000020180
337,mm10___ENSMUSG00000028757
338,mm10___ENSMUSG00000052727
339,mm10___ENSMUSG00000113061
340,mm10___ENSMUSG00000029447
341,mm10___ENSMUSG00000038718
342,mm10___ENSMUSG00000032249
343,mm10___ENSMUSG00000001911
344,mm10___ENSMUSG00000032737
345,GRCh38_ENSG00000128039
346,mm10___ENSMUSG00000071757
347,mm10___ENSMUSG00000028843
348,mm10___ENSMUSG00000059278
349,mm10___ENSMUSG00000035215
350,mm10___ENSMUSG00000027170
351,mm10___ENSMUSG00000000399
352,mm10___ENSMUSG00000051306
353,mm10___ENSMUSG00000038467
354,mm10___ENSMUSG00000086283
355,mm10___ENSMUSG00000051579
356,mm10___ENSMUSG00000028560
357,mm10___ENSMUSG00000046634
358,mm10___ENSMUSG00000053390
359,mm10___ENSMUSG00000001348
360,mm10___ENSMUSG00000060090
361,mm10___ENSMUSG00000051355
362,mm10___ENSMUSG00000094248
363,mm10___ENSMUSG00000014633
364,mm10___ENSMUSG00000034724
365,mm10___ENSMUSG00000022351
366,mm10___ENSMUSG00000006304
367,mm10___ENSMUSG00000089847
368,mm10___ENSMUSG00000029048
369,mm10___ENSMUSG00000045948
370,mm10___ENSMUSG00000073468
371,mm10___ENSMUSG00000031146
372,mm10___ENSMUSG00000007815
373,mm10___ENSMUSG00000021484
374,mm10___ENSMUSG00000056900
375,mm10___ENSMUSG00000039908
376,mm10___ENSMUSG00000066149
377,mm10___ENSMUSG00000071647
378,mm10___ENSMUSG00000111274
379,mm10___ENSMUSG00000087095
380,mm10___ENSMUSG00000026676
381,mm10___ENSMUSG00000072999
382,mm10___ENSMUSG00000024640
383,mm10___ENSMUSG00000051323
384,mm10___ENSMUSG00000031149
385,GRCh38_ENSG00000182578
386,mm10___ENSMUSG00000072592
387,mm10___ENSMUSG00000062963
388,mm10___ENSMUSG00000037089
389,mm10___ENSMUSG00000027673
390,mm10___ENSMUSG00000037958
391,mm10___ENSMUSG00000031807
392,mm10___ENSMUSG00000032060
393,mm10___ENSMUSG00000018363
394,mm10___ENSMUSG00000073411
395,mm10___ENSMUSG00000022973
396,mm10___ENSMUSG00000085037
397,mm10___ENSMUSG00000108935
398,mm10___ENSMUSG00000026434
399,mm10___ENSMUSG00000097039
400,mm10___ENSMUSG00000030045
401,mm10___ENSMUSG00000051978
402,mm10___ENSMUSG00000074088
403,mm10___ENSMUSG00000086716
404,mm10___ENSMUSG00000035674
405,mm10___ENSMUSG00000053565
406,mm10___ENSMUSG00000000805
407,mm10___ENSMUSG00000025432
408,mm10___ENSMUSG00000039209
409,mm10___ENSMUSG00000069237
410,mm10___ENSMUSG00000025782
411,mm10___ENSMUSG00000023939
412,mm10___ENSMUSG00000020803
413,mm10___ENSMUSG00000078887
414,mm10___ENSMUSG00000040043
415,mm10___ENSMUSG00000070972
416,mm10___ENSMUSG00000039725
417,mm10___ENSMUSG00000020176
418,mm10___ENSMUSG00000098155
419,mm10___ENSMUSG00000036339
420,mm10___ENSMUSG00000062929
421,mm10___ENSMUSG00000035799
422,mm10___ENSMUSG00000060657
423,mm10___ENSMUSG00000074269
424,mm10___ENSMUSG00000002455
425,mm10___ENSMUSG00000079853
426,mm10___ENSMUSG00000020585
427,mm10___ENSMUSG00000086662
428,mm10___ENSMUSG00000048701
429,mm10___ENSMUSG00000091441
430,mm10___ENSMUSG00000084786
431,mm10___ENSMUSG00000058317
432,mm10___ENSMUSG00000029027
433,mm10___ENSMUSG00000032116
434,mm10___ENSMUSG00000002015
435,mm10___ENSMUSG00000020219
436,mm10___ENSMUSG00000022141
437,mm10___ENSMUSG00000021040
438,mm10___ENSMUSG00000036537
439,mm10___ENSMUSG00000112924
440,mm10___ENSMUSG00000028161
441,mm10___ENSMUSG00000064043
442,mm10___ENSMUSG00000070577
443,mm10___ENSMUSG00000113524
444,mm10___ENSMUSG00000095872
445,mm10___ENSMUSG00000021728
446,GRCh38_ENSG00000135047
447,mm10___ENSMUSG00000018559
448,mm10___ENSMUSG00000035798
449,mm10___ENSMUSG00000027282
450,mm10___ENSMUSG00000074136
451,mm10___ENSMUSG00000117371
452,mm10___ENSMUSG00000090137
453,mm10___ENSMUSG00000041620
454,mm10___ENSMUSG00000030551
455,mm10___ENSMUSG00000068039
456,mm10___ENSMUSG00000090247
457,mm10___ENSMUSG00000039523
458,mm10___ENSMUSG00000036281
459,mm10___ENSMUSG00000032171
460,mm10___ENSMUSG00000035713
461,mm10___ENSMUSG00000031059
462,mm10___ENSMUSG00000001062
463,mm10___ENSMUSG00000036752
464,mm10___ENSMUSG00000029198
465,mm10___ENSMUSG00000071456
466,mm10___ENSMUSG00000040824
467,mm10___ENSMUSG00000113302
468,mm10___ENSMUSG00000026627
469,mm10___ENSMUSG00000027012
470,mm10___ENSMUSG00000019978
471,mm10___ENSMUSG00000017418
472,mm10___ENSMUSG00000097785
473,mm10___ENSMUSG00000026925
474,mm10___ENSMUSG00000033228
475,mm10___ENSMUSG00000018286
476,mm10___ENSMUSG00000020863
477,mm10___ENSMUSG00000097784
478,mm10___ENSMUSG00000038607
479,mm10___ENSMUSG00000023904
480,mm10___ENSMUSG00000020361
481,mm10___ENSMUSG00000038351
482,mm10___ENSMUSG00000039201
483,mm10___ENSMUSG00000020477
484,mm10___ENSMUSG00000043311
485,mm10___ENSMUSG00000083780
486,mm10___ENSMUSG00000022150
487,mm10___ENSMUSG00000039197
488,mm10___ENSMUSG00000070348
489,mm10___ENSMUSG00000110684
490,mm10___ENSMUSG00000022564
491,mm10___ENSMUSG00000041560
492,mm10___ENSMUSG00000017453
493,mm10___ENSMUSG00000075701
494,mm10___ENSMUSG00000021217
495,mm10___ENSMUSG00000097662
496,mm10___ENSMUSG00000002957
497,mm10___ENSMUSG00000052139
498,mm10___ENSMUSG00000024853
499,mm10___ENSMUSG00000024050
500,mm10___ENSMUSG00000020530
501,mm10___ENSMUSG00000079262
502,mm10___ENSMUSG00000050965
503,mm10___ENSMUSG00000032297
504,mm10___ENSMUSG00000022500
505,mm10___ENSMUSG00000024544
506,mm10___ENSMUSG00000031952
507,mm10___ENSMUSG00000038342
508,mm10___ENSMUSG00000028563
509,mm10___ENSMUSG00000018666
510,mm10___ENSMUSG00000048758
511,mm10___ENSMUSG00000019927
512,mm10___ENSMUSG00000049606
513,mm10___ENSMUSG00000109008
514,mm10___ENSMUSG00000037363
515,mm10___ENSMUSG00000074415
516,mm10___ENSMUSG00000095493
517,mm10___ENSMUSG00000023286
518,mm10___ENSMUSG00000040204
519,mm10___ENSMUSG00000053253
520,mm10___ENSMUSG00000026737
521,mm10___ENSMUSG00000003380
522,mm10___ENSMUSG00000017466
523,mm10___ENSMUSG00000040365
524,mm10___ENSMUSG00000035569
525,mm10___ENSMUSG00000074657
526,mm10___ENSMUSG00000043079
527,mm10___ENSMUSG00000030321
528,mm10___ENSMUSG00000021264
529,mm10___ENSMUSG00000021546
530,mm10___ENSMUSG00000026807
531,mm10___ENSMUSG00000085078
532,mm10___ENSMUSG00000112459
533,mm10___ENSMUSG00000048938
534,mm10___ENSMUSG00000042501
535,mm10___ENSMUSG00000063511
536,mm10___ENSMUSG00000047515
537,mm10___ENSMUSG00000021621
538,mm10___ENSMUSG00000031924
539,mm10___ENSMUSG00000017831
540,mm10___ENSMUSG00000086748
541,mm10___ENSMUSG00000021764
542,mm10___ENSMUSG00000039046
543,mm10___ENSMUSG00000025027
544,mm10___ENSMUSG00000026584
545,mm10___ENSMUSG00000118396
546,mm10___ENSMUSG00000003559
547,mm10___ENSMUSG00000064247
548,mm10___ENSMUSG00000116953
549,mm10___ENSMUSG00000018770
550,mm10___ENSMUSG00000027011
551,mm10___ENSMUSG00000040158
552,mm10___ENSMUSG00000081534
553,mm10___ENSMUSG00000015714
554,mm10___ENSMUSG00000041852
555,mm10___ENSMUSG00000050379
556,mm10___ENSMUSG00000101555
557,mm10___ENSMUSG00000095041
558,mm10___ENSMUSG00000035529
559,mm10___ENSMUSG00000032047
560,mm10___ENSMUSG00000090000
561,mm10___ENSMUSG00000059734
562,mm10___ENSMUSG00000055320
563,mm10___ENSMUSG00000020467
564,mm10___ENSMUSG00000028790
565,mm10___ENSMUSG00000028256
566,mm10___ENSMUSG00000033004
567,mm10___ENSMUSG00000024002
568,mm10___ENSMUSG00000022338
569,mm10___ENSMUSG00000030717
570,mm10___ENSMUSG00000021870
571,mm10___ENSMUSG00000096940
572,mm10___ENSMUSG00000055943
573,mm10___ENSMUSG00000025439
574,mm10___ENSMUSG00000112762
575,mm10___ENSMUSG00000032558
576,mm10___ENSMUSG00000020514
577,mm10___ENSMUSG00000042978
578,mm10___ENSMUSG00000025261
579,mm10___ENSMUSG00000055833
580,mm10___ENSMUSG00000033916
581,mm10___ENSMUSG00000031637
582,mm10___ENSMUSG00000005533
583,mm10___ENSMUSG00000031754
584,mm10___ENSMUSG00000113816
585,mm10___ENSMUSG00000035239
586,mm10___ENSMUSG00000053453
587,mm10___ENSMUSG00000052681
588,mm10___ENSMUSG00000013822
589,mm10___ENSMUSG00000030484
590,mm10___ENSMUSG00000019997
591,mm10___ENSMUSG00000024097
592,mm10___ENSMUSG00000066613
593,mm10___ENSMUSG00000037486
594,mm10___ENSMUSG00000020623
595,mm10___ENSMUSG00000038365
596,mm10___ENSMUSG00000067847
597,mm10___ENSMUSG00000038949
598,mm10___ENSMUSG00000055653
599,mm10___ENSMUSG00000040532
600,mm10___ENSMUSG00000002221
601,GRCh38_ENSG00000132694
602,mm10___ENSMUSG00000030979
603,mm10___ENSMUSG00000030960
604,mm10___ENSMUSG00000078622
605,mm10___ENSMUSG00000020424
606,mm10___ENSMUSG00000037278
607,mm10___ENSMUSG00000001632
608,mm10___ENSMUSG00000031555
609,mm10___ENSMUSG00000021457
610,mm10___ENSMUSG00000000184
611,mm10___ENSMUSG00000032009
612,mm10___ENSMUSG00000022201
613,mm10___ENSMUSG00000094724
614,mm10___ENSMUSG00000112143
615,mm10___ENSMUSG00000020444
616,mm10___ENSMUSG00000020315
617,mm10___ENSMUSG00000023048
618,mm10___ENSMUSG00000035960
619,mm10___ENSMUSG00000020076
620,mm10___ENSMUSG00000003038
621,mm10___ENSMUSG00000019432
622,mm10___ENSMUSG00000036315
623,mm10___ENSMUSG00000020652
624,mm10___ENSMUSG00000027245
625,mm10___ENSMUSG00000029713
626,mm10___ENSMUSG00000031422
627,mm10___ENSMUSG00000016319
628,mm10___ENSMUSG00000024875
629,mm10___ENSMUSG00000000903
630,mm10___ENSMUSG00000020922
631,mm10___ENSMUSG00000035085
632,mm10___ENSMUSG00000057738
633,mm10___ENSMUSG00000027940
634,mm10___ENSMUSG00000001376
635,mm10___ENSMUSG00000078868
636,mm10___ENSMUSG00000022253
637,mm10___ENSMUSG00000020022
638,mm10___ENSMUSG00000087373
639,mm10___ENSMUSG00000004591
640,mm10___ENSMUSG00000046876
641,mm10___ENSMUSG00000092220
642,mm10___ENSMUSG00000018387
643,mm10___ENSMUSG00000039983
644,mm10___ENSMUSG00000056185
645,mm10___ENSMUSG00000001891
646,mm10___ENSMUSG00000029155
647,mm10___ENSMUSG00000046668
648,mm10___ENSMUSG00000063810
649,mm10___ENSMUSG00000078784
650,mm10___ENSMUSG00000020829
651,mm10___ENSMUSG00000109602
652,mm10___ENSMUSG00000005774
653,mm10___ENSMUSG00000109450
654,mm10___ENSMUSG00000115961
655,mm10___ENSMUSG00000028334
656,mm10___ENSMUSG00000027422
657,mm10___ENSMUSG00000039633
658,mm10___ENSMUSG00000028128
659,mm10___ENSMUSG00000034345
660,mm10___ENSMUSG00000056215
661,mm10___ENSMUSG00000086015
662,mm10___ENSMUSG00000027808
663,mm10___ENSMUSG00000116520
664,mm10___ENSMUSG00000029840
665,mm10___ENSMUSG00000086389
666,mm10___ENSMUSG00000073985
667,mm10___ENSMUSG00000022972
668,mm10___ENSMUSG00000023020
669,mm10___ENSMUSG00000102252
670,mm10___ENSMUSG00000040940
671,mm10___ENSMUSG00000087687
672,mm10___ENSMUSG00000027160
673,mm10___ENSMUSG00000048087
674,mm10___ENSMUSG00000051329
675,mm10___ENSMUSG00000062797
676,mm10___ENSMUSG00000041084
677,mm10___ENSMUSG00000006589
678,mm10___ENSMUSG00000038400
679,mm10___ENSMUSG00000085614
680,mm10___ENSMUSG00000050621
681,mm10___ENSMUSG00000026113
682,GRCh38_ENSG00000119013
683,mm10___ENSMUSG00000097324
684,mm10___ENSMUSG00000020459
685,mm10___ENSMUSG00000041710
686,mm10___ENSMUSG00000025525
687,mm10___ENSMUSG00000055912
688,mm10___ENSMUSG00000038668
689,mm10___ENSMUSG00000091512
690,mm10___ENSMUSG00000018042
691,mm10___ENSMUSG00000027883
692,mm10___ENSMUSG00000051207
693,mm10___ENSMUSG00000044795
694,mm10___ENSMUSG00000074968
695,mm10___ENSMUSG00000029169
696,mm10___ENSMUSG00000053931
697,mm10___ENSMUSG00000045996
698,mm10___ENSMUSG00000050335
699,mm10___ENSMUSG00000021243
700,mm10___ENSMUSG00000090812
701,mm10___ENSMUSG00000030127
702,mm10___ENSMUSG00000055188
703,GRCh38_ENSG00000186818
704,mm10___ENSMUSG00000021027
705,mm10___ENSMUSG00000031994
706,mm10___ENSMUSG00000062190
707,mm10___ENSMUSG00000041645
708,mm10___ENSMUSG00000089996
709,mm10___ENSMUSG00000020783
710,mm10___ENSMUSG00000002028
711,mm10___ENSMUSG00000033295
712,mm10___ENSMUSG00000078897
713,mm10___ENSMUSG00000024181
714,mm10___ENSMUSG00000049800
715,mm10___ENSMUSG00000026131
716,mm10___ENSMUSG00000008575
717,mm10___ENSMUSG00000105137
718,mm10___ENSMUSG00000045106
719,mm10___ENSMUSG00000096356
720,mm10___ENSMUSG00000085448
721,mm10___ENSMUSG00000004610
722,mm10___ENSMUSG00000020737
723,mm10___ENSMUSG00000048118
724,mm10___ENSMUSG00000025758
725,mm10___ENSMUSG00000064181
726,mm10___ENSMUSG00000050295
727,mm10___ENSMUSG00000022463
728,mm10___ENSMUSG00000024785
729,mm10___ENSMUSG00000078872
730,mm10___ENSMUSG00000078185
731,GRCh38_ENSG00000104974
732,mm10___ENSMUSG00000025505
733,mm10___ENSMUSG00000087260
734,mm10___ENSMUSG00000024197
735,mm10___ENSMUSG00000039007
736,mm10___ENSMUSG00000035653
737,mm10___ENSMUSG00000074221
738,mm10___ENSMUSG00000028863
739,mm10___ENSMUSG00000066877
740,mm10___ENSMUSG00000032235
741,mm10___ENSMUSG00000078498
742,mm10___ENSMUSG00000030603
743,mm10___ENSMUSG00000043542
744,mm10___ENSMUSG00000039630
745,mm10___ENSMUSG00000039191
746,mm10___ENSMUSG00000024480
747,mm10___ENSMUSG00000096971
748,mm10___ENSMUSG00000029777
749,mm10___ENSMUSG00000028861
750,mm10___ENSMUSG00000027706
751,mm10___ENSMUSG00000007050
752,mm10___ENSMUSG00000014470
753,mm10___ENSMUSG00000101549
754,mm10___ENSMUSG00000048379
755,mm10___ENSMUSG00000028184
756,mm10___ENSMUSG00000024529
757,mm10___ENSMUSG00000097834
758,mm10___ENSMUSG00000031262
759,mm10___ENSMUSG00000033184
760,mm10___ENSMUSG00000093930
761,mm10___ENSMUSG00000046101
762,mm10___ENSMUSG00000025025
763,mm10___ENSMUSG00000022634
764,mm10___ENSMUSG00000037754
765,mm10___ENSMUSG00000086644
766,mm10___ENSMUSG00000085101
767,mm10___ENSMUSG00000061104
768,mm10___ENSMUSG00000019920
769,mm10___ENSMUSG00000016206
770,mm10___ENSMUSG00000036644
771,mm10___ENSMUSG00000049173
772,mm10___ENSMUSG00000039347
773,mm10___ENSMUSG00000047497
774,mm10___ENSMUSG00000016344
775,mm10___ENSMUSG00000036615
776,mm10___ENSMUSG00000038072
777,mm10___ENSMUSG00000084919
