Feature,Normalized.Dispersion
GRCh38_ENSG00000228526,0.7132595678488626
GRCh38_ENSG00000234546,-0.42031456981811277
GRCh38_ENSG00000049239,3.032309884325717
GRCh38_ENSG00000171621,-0.05400140050590988
GRCh38_ENSG00000284693,1.696419176986653
GRCh38_ENSG00000171612,-1.7545808539211354
GRCh38_ENSG00000188807,-0.827915102790128
GRCh38_ENSG00000171608,0.4414855513438231
GRCh38_ENSG00000179840,nan
GRCh38_ENSG00000231789,0.6750644571597448
GRCh38_ENSG00000171603,3.591312134333862
GRCh38_ENSG00000178585,0.7054841796412518
GRCh38_ENSG00000285701,1.436257840128225
GRCh38_ENSG00000162441,0.7812745894416703
GRCh38_ENSG00000228150,-0.548440891631869
GRCh38_ENSG00000173614,0.5650884316502796
GRCh38_ENSG00000162444,5.290640778641465
GRCh38_ENSG00000130939,1.3616890231978567
GRCh38_ENSG00000054523,0.4338428861519734
GRCh38_ENSG00000284735,-0.5696733362631249
GRCh38_ENSG00000284642,0.5361509687750328
GRCh38_ENSG00000142657,0.5652907494408829
GRCh38_ENSG00000271989,nan
GRCh38_ENSG00000175279,-0.5774411349294936
GRCh38_ENSG00000241563,nan
GRCh38_ENSG00000160049,0.31445421124840983
GRCh38_ENSG00000142655,5.19004463254827
GRCh38_ENSG00000130940,2.0464005772836127
GRCh38_ENSG00000272078,0.8374911711430745
GRCh38_ENSG00000175262,nan
GRCh38_ENSG00000120948,0.4107376344817155
GRCh38_ENSG00000009724,0.642565068806841
GRCh38_ENSG00000271895,3.3501053245008507
GRCh38_ENSG00000116649,0.237604873401957
GRCh38_ENSG00000171824,0.3122534246321574
GRCh38_ENSG00000226849,1.0478275515439541
GRCh38_ENSG00000230337,0.13911157631002777
GRCh38_ENSG00000198793,3.086382522394673
GRCh38_ENSG00000225602,0.3246171994999392
GRCh38_ENSG00000171819,-0.3251394760188282
GRCh38_ENSG00000120942,0.05813699524695058
GRCh38_ENSG00000284646,nan
GRCh38_ENSG00000204624,nan
GRCh38_ENSG00000284708,1.4169288555908355
GRCh38_ENSG00000116661,1.1232258522291199
GRCh38_ENSG00000132879,0.3211174750819588
GRCh38_ENSG00000116663,0.9544353615571074
GRCh38_ENSG00000116670,2.6328937661137046
GRCh38_ENSG00000162490,0.5359093368694434
GRCh38_ENSG00000177674,2.8969526388195366
GRCh38_ENSG00000215910,0.9926169077087441
GRCh38_ENSG00000177000,1.4600500112377683
GRCh38_ENSG00000011021,-0.822387752573703
GRCh38_ENSG00000175206,-0.02710084340234629
GRCh38_ENSG00000285646,2.6716825342357597
GRCh38_ENSG00000116685,1.3891799842691497
GRCh38_ENSG00000083444,0.35760888562423604
GRCh38_ENSG00000116688,1.338496806731108
GRCh38_ENSG00000116691,-0.37055969102119257
GRCh38_ENSG00000120949,0.7494371380842009
GRCh38_ENSG00000028137,1.0126934854227345
GRCh38_ENSG00000048707,-0.23689291494271184
GRCh38_ENSG00000162496,1.9672786561405426
GRCh38_ENSG00000204518,nan
GRCh38_ENSG00000157330,nan
GRCh38_ENSG00000204478,nan
GRCh38_ENSG00000162494,-0.9214405872304313
GRCh38_ENSG00000162493,nan
GRCh38_ENSG00000116731,0.24208444489164507
GRCh38_ENSG00000189337,2.0736079578255384
GRCh38_ENSG00000231606,1.698041327868901
GRCh38_ENSG00000234593,nan
GRCh38_ENSG00000175147,0.27456471361246243
GRCh38_ENSG00000171729,-0.2142628697457566
GRCh38_ENSG00000204464,nan
GRCh38_ENSG00000142621,0.17322019250019852
GRCh38_ENSG00000233485,nan
GRCh38_ENSG00000228140,0.19998259133550841
GRCh38_ENSG00000142634,2.1576238206967018
GRCh38_ENSG00000162438,1.8569326779256143
GRCh38_ENSG00000215704,0.11548075802059887
GRCh38_ENSG00000132906,-1.234666463207622
GRCh38_ENSG00000116138,-0.3649641297642125
GRCh38_ENSG00000272510,nan
GRCh38_ENSG00000116771,-0.5611939371685163
GRCh38_ENSG00000237301,-0.004600809981138378
GRCh38_ENSG00000197312,-0.36313004865922216
GRCh38_ENSG00000271742,2.9741834904190068
GRCh38_ENSG00000116786,-0.4539968676758079
GRCh38_ENSG00000237938,3.4147022281132093
GRCh38_ENSG00000162461,-0.20363330560277965
GRCh38_ENSG00000224459,nan
GRCh38_ENSG00000162460,nan
GRCh38_ENSG00000162458,1.7379796103110987
GRCh38_ENSG00000233954,0.17753206298243016
GRCh38_ENSG00000179743,1.3213865638761706
GRCh38_ENSG00000065526,-0.583336901140994
GRCh38_ENSG00000116809,-0.5121141067404678
GRCh38_ENSG00000183888,nan
GRCh38_ENSG00000142627,-1.3380415754964503
GRCh38_ENSG00000142632,1.2282231397396433
GRCh38_ENSG00000288398,-0.42284007091899073
GRCh38_ENSG00000132881,0.3229168418666676
GRCh38_ENSG00000037637,1.3249034655815215
GRCh38_ENSG00000055070,0.26380480419800767
GRCh38_ENSG00000187144,1.1127058942915091
GRCh38_ENSG00000157191,-0.8584595680220356
GRCh38_ENSG00000226029,0.7434890208637538
GRCh38_ENSG00000261135,2.960587960372142
GRCh38_ENSG00000224174,-0.13517629716943927
GRCh38_ENSG00000219481,-0.7686598022814756
GRCh38_ENSG00000271732,nan
GRCh38_ENSG00000058453,2.069071483519975
GRCh38_ENSG00000238142,-1.3965148892929669
GRCh38_ENSG00000272426,1.5414420492933005
GRCh38_ENSG00000226526,2.223014264591679
GRCh38_ENSG00000159363,2.1898214573476795
GRCh38_ENSG00000117118,-1.4193600196029215
GRCh38_ENSG00000117115,-0.31374246400922084
GRCh38_ENSG00000142619,-0.10717742422103246
GRCh38_ENSG00000159339,0.9924623493696412
GRCh38_ENSG00000276747,0.18984388779693076
GRCh38_ENSG00000179051,-1.0757491361697815
GRCh38_ENSG00000074964,-0.3696051609097018
GRCh38_ENSG00000236648,-1.0098064662489548
GRCh38_ENSG00000117148,nan
GRCh38_ENSG00000261781,nan
GRCh38_ENSG00000117154,0.886415898846361
GRCh38_ENSG00000009709,-0.062323661515830735
GRCh38_ENSG00000159423,-0.33702264268038556
GRCh38_ENSG00000169991,-0.5046297285792701
GRCh38_ENSG00000272084,nan
GRCh38_ENSG00000127481,-0.6238382970656763
GRCh38_ENSG00000230424,-0.6521383989527149
GRCh38_ENSG00000127463,0.6276467817904896
GRCh38_ENSG00000053372,-0.9554741816733182
GRCh38_ENSG00000053371,-0.5680012047842463
GRCh38_ENSG00000040487,-0.6624161038871783
GRCh38_ENSG00000077549,-1.3022705403421697
GRCh38_ENSG00000173436,-1.123068891259184
GRCh38_ENSG00000235185,2.4570763292551616
GRCh38_ENSG00000158747,2.2911270230018643
GRCh38_ENSG00000158748,nan
GRCh38_ENSG00000162542,-0.5792616069402132
GRCh38_ENSG00000235434,nan
GRCh38_ENSG00000169914,1.3893325442563345
GRCh38_ENSG00000127472,0.3251523733980594
GRCh38_ENSG00000117215,nan
GRCh38_ENSG00000227066,nan
GRCh38_ENSG00000187980,nan
GRCh38_ENSG00000225986,nan
GRCh38_ENSG00000162543,1.5046658055599167
GRCh38_ENSG00000158816,nan
GRCh38_ENSG00000226664,1.3415731836917815
GRCh38_ENSG00000236963,nan
GRCh38_ENSG00000162545,2.6825179047167214
GRCh38_ENSG00000090432,-0.134492811672358
GRCh38_ENSG00000158825,0.8318311168964607
GRCh38_ENSG00000158828,-0.40935075284426614
GRCh38_ENSG00000117242,1.7307179895790983
GRCh38_ENSG00000244038,-1.0566346098358461
GRCh38_ENSG00000117245,0.14968688880530306
GRCh38_ENSG00000127483,2.0050890924049103
GRCh38_ENSG00000075151,0.5755168128550762
GRCh38_ENSG00000287192,nan
GRCh38_ENSG00000117298,0.2562219853786326
GRCh38_ENSG00000231105,2.5257782943057
GRCh38_ENSG00000142794,-0.05689459485512981
GRCh38_ENSG00000162551,nan
GRCh38_ENSG00000233431,nan
GRCh38_ENSG00000076864,nan
GRCh38_ENSG00000090686,0.8829533965155437
GRCh38_ENSG00000187942,nan
GRCh38_ENSG00000142798,0.7800888991834689
GRCh38_ENSG00000142789,nan
GRCh38_ENSG00000228397,1.0634703965893582
GRCh38_ENSG00000218510,-0.7897147476542401
GRCh38_ENSG00000070831,-1.1167992719663764
GRCh38_ENSG00000285752,2.387702575114505
GRCh38_ENSG00000230068,-0.7605004781989563
GRCh38_ENSG00000162552,nan
GRCh38_ENSG00000285873,nan
GRCh38_ENSG00000184677,0.5617054846358593
GRCh38_ENSG00000173372,-2.7177175846107335
GRCh38_ENSG00000159189,-1.0789221507145759
GRCh38_ENSG00000173369,-0.3662535048929311
GRCh38_ENSG00000133216,-0.2448277572212396
GRCh38_ENSG00000215906,nan
GRCh38_ENSG00000227868,1.0798891980796064
GRCh38_ENSG00000004487,0.02075445400575669
GRCh38_ENSG00000240553,2.1992132667536755
GRCh38_ENSG00000169641,-0.32927349569847497
GRCh38_ENSG00000284726,nan
GRCh38_ENSG00000125944,-0.3849563344918381
GRCh38_ENSG00000125945,nan
GRCh38_ENSG00000249087,1.0065010643813421
GRCh38_ENSG00000204219,-0.5169250390116411
GRCh38_ENSG00000088280,-1.135376508343358
GRCh38_ENSG00000007968,-1.1535263353247704
GRCh38_ENSG00000235052,nan
GRCh38_ENSG00000117318,7.716872107421645
GRCh38_ENSG00000285802,0.3813681264154513
GRCh38_ENSG00000197880,0.7113785072767567
GRCh38_ENSG00000142676,-1.7778336080346575
GRCh38_ENSG00000236810,0.04108977984134696
GRCh38_ENSG00000011007,0.4812213217644135
GRCh38_ENSG00000057757,-0.022835858430682195
GRCh38_ENSG00000011009,1.091133542840929
GRCh38_ENSG00000117308,-0.6263177171910848
GRCh38_ENSG00000117305,-0.08458833771390217
GRCh38_ENSG00000179163,-1.06424116588627
GRCh38_ENSG00000188822,1.7962043584314578
GRCh38_ENSG00000232557,nan
GRCh38_ENSG00000189266,0.901649528837603
GRCh38_ENSG00000188529,-0.778190969300472
GRCh38_ENSG00000225315,2.506822963076789
GRCh38_ENSG00000142661,-0.355143050486708
GRCh38_ENSG00000185436,-0.48288858790116274
GRCh38_ENSG00000232298,nan
GRCh38_ENSG00000158055,1.7652968716856305
GRCh38_ENSG00000001460,-0.37530614158885134
GRCh38_ENSG00000001461,1.9995194487929073
GRCh38_ENSG00000286061,0.9619928802238069
GRCh38_ENSG00000117602,3.7738655428281573
GRCh38_ENSG00000264443,1.602000800660947
GRCh38_ENSG00000184454,0.22216714782768482
GRCh38_ENSG00000133226,-1.2799309521997027
GRCh38_ENSG00000284699,nan
GRCh38_ENSG00000169504,1.6254355985405153
GRCh38_ENSG00000020633,6.970527941256113
GRCh38_ENSG00000261025,nan
GRCh38_ENSG00000285823,nan
GRCh38_ENSG00000233755,1.7557135366426317
GRCh38_ENSG00000231953,3.438452647306057
GRCh38_ENSG00000117614,-1.1598315301727313
GRCh38_ENSG00000284602,0.5901419547683685
GRCh38_ENSG00000284657,nan
GRCh38_ENSG00000117616,1.2038515918598518
GRCh38_ENSG00000272432,1.6557747336023294
GRCh38_ENSG00000187010,1.5970382945618835
GRCh38_ENSG00000183726,0.1776457411817578
GRCh38_ENSG00000188672,0.0889950285496409
GRCh38_ENSG00000204178,1.910847725742729
GRCh38_ENSG00000157978,1.3702689258011764
GRCh38_ENSG00000225643,2.514332475123347
GRCh38_ENSG00000117643,0.20943871868816744
GRCh38_ENSG00000233478,0.6586425934957181
GRCh38_ENSG00000162430,0.9575344790230258
GRCh38_ENSG00000228172,0.5710167314461364
GRCh38_ENSG00000117640,1.2977635387079207
GRCh38_ENSG00000127423,-0.008166560937757271
GRCh38_ENSG00000236528,0.06584895430400194
GRCh38_ENSG00000182749,1.3015322287564475
GRCh38_ENSG00000117632,4.130842832618265
GRCh38_ENSG00000158006,1.2360147959142636
GRCh38_ENSG00000158008,nan
GRCh38_ENSG00000158014,nan
GRCh38_ENSG00000158022,nan
GRCh38_ENSG00000175087,0.5240508323432462
GRCh38_ENSG00000282872,nan
GRCh38_ENSG00000236782,nan
GRCh38_ENSG00000142684,0.6621439803737197
GRCh38_ENSG00000142675,-0.3715997645768298
GRCh38_ENSG00000188782,nan
GRCh38_ENSG00000130695,-0.8482442356867664
GRCh38_ENSG00000142669,-1.479715529434269
GRCh38_ENSG00000158062,3.642928898518095
GRCh38_ENSG00000169442,-1.2572507761504716
GRCh38_ENSG00000176092,0.7513295148987625
GRCh38_ENSG00000176083,1.1811501979347663
GRCh38_ENSG00000117682,0.6357209295386379
GRCh38_ENSG00000225891,-0.38637108404373194
GRCh38_ENSG00000198830,-1.2180268806745478
GRCh38_ENSG00000117676,-0.6535306102248433
GRCh38_ENSG00000260063,2.4445102619745063
GRCh38_ENSG00000117713,-1.1498582700163205
GRCh38_ENSG00000060642,0.008701645973845486
GRCh38_ENSG00000204160,1.8127009661591622
GRCh38_ENSG00000175793,nan
GRCh38_ENSG00000142751,1.784787762416875
GRCh38_ENSG00000198746,0.37889756952271453
GRCh38_ENSG00000090273,0.6739644025410902
GRCh38_ENSG00000175707,2.7727493628139595
GRCh38_ENSG00000253368,-0.45287669869055613
GRCh38_ENSG00000158246,0.5259140765373663
GRCh38_ENSG00000090020,0.723351956013815
GRCh38_ENSG00000224311,nan
GRCh38_ENSG00000142784,0.5809678554461211
GRCh38_ENSG00000186501,1.2571390499889992
GRCh38_ENSG00000142765,0.504152652516884
GRCh38_ENSG00000142733,-0.7305751185808806
GRCh38_ENSG00000142748,nan
GRCh38_ENSG00000158195,-0.8230192697052578
GRCh38_ENSG00000241169,-0.5234166732926554
GRCh38_ENSG00000237429,-0.4821856128046016
GRCh38_ENSG00000126705,-0.6379710559837812
GRCh38_ENSG00000000938,-0.2931852953323455
GRCh38_ENSG00000233975,nan
GRCh38_ENSG00000126709,4.80465388257167
GRCh38_ENSG00000225886,1.3144630258048795
GRCh38_ENSG00000287244,nan
GRCh38_ENSG00000009780,2.3427812730393014
GRCh38_ENSG00000117758,-0.1437979721557003
GRCh38_ENSG00000269971,0.23595217038084845
GRCh38_ENSG00000270031,nan
GRCh38_ENSG00000286433,nan
GRCh38_ENSG00000117751,-0.19200870071077833
GRCh38_ENSG00000130775,-0.6708625340122361
GRCh38_ENSG00000117748,-0.0032095086595887103
GRCh38_ENSG00000130768,0.34857936962176844
GRCh38_ENSG00000227050,0.4452988886256239
GRCh38_ENSG00000158156,-0.07558045564632462
GRCh38_ENSG00000158161,2.561067126756993
GRCh38_ENSG00000169403,0.3929248518283606
GRCh38_ENSG00000126698,-0.6297490816387268
GRCh38_ENSG00000130770,-0.502658273024735
GRCh38_ENSG00000270605,-0.35360726677083953
GRCh38_ENSG00000271398,nan
GRCh38_ENSG00000130766,-0.8084381250342045
GRCh38_ENSG00000130772,0.6780532423869444
GRCh38_ENSG00000204138,-0.2936344299197403
GRCh38_ENSG00000180198,1.2553114389243474
GRCh38_ENSG00000242125,1.0994690194044583
GRCh38_ENSG00000180098,1.5516378303086429
GRCh38_ENSG00000197989,2.572997989082728
GRCh38_ENSG00000120656,0.5241301534979098
GRCh38_ENSG00000229388,-0.932720430973762
GRCh38_ENSG00000270103,1.5354312837643525
GRCh38_ENSG00000162419,0.8651219151444854
GRCh38_ENSG00000198492,-0.7666404302542119
GRCh38_ENSG00000116329,-0.5761627443846159
GRCh38_ENSG00000233427,0.8184162483992975
GRCh38_ENSG00000159023,1.3904760352071748
GRCh38_ENSG00000225750,1.3471022915504984
GRCh38_ENSG00000116350,0.16853159110810872
GRCh38_ENSG00000116353,-1.180706816743523
GRCh38_ENSG00000060656,1.9599163619809303
GRCh38_ENSG00000230523,nan
GRCh38_ENSG00000284676,nan
GRCh38_ENSG00000162510,0.6834828060522132
GRCh38_ENSG00000186056,1.1079110070754326
GRCh38_ENSG00000287510,0.9671479686704346
GRCh38_ENSG00000162511,-1.2292169952607226
GRCh38_ENSG00000229607,nan
GRCh38_ENSG00000162512,0.36473368607011525
GRCh38_ENSG00000134644,1.062637537224093
GRCh38_ENSG00000084628,4.73609720594511
GRCh38_ENSG00000060688,0.5980649690820492
GRCh38_ENSG00000121766,0.5511451681913357
GRCh38_ENSG00000229044,4.557617019647008
GRCh38_ENSG00000121769,nan
GRCh38_ENSG00000168528,0.9403295259924599
GRCh38_ENSG00000284543,0.07748254162265035
GRCh38_ENSG00000121764,nan
GRCh38_ENSG00000162517,1.6846073513086008
GRCh38_ENSG00000235790,3.580063802186263
GRCh38_ENSG00000084636,-0.31463803031550336
GRCh38_ENSG00000121753,1.5257903839169598
GRCh38_ENSG00000254545,-0.3273603307721222
GRCh38_ENSG00000134668,0.33986780512432424
GRCh38_ENSG00000203620,2.609685768151639
GRCh38_ENSG00000269967,0.8931507119092694
GRCh38_ENSG00000184007,-0.4921386206445925
GRCh38_ENSG00000284702,2.1973824444010064
GRCh38_ENSG00000121774,0.23271867278635244
GRCh38_ENSG00000203325,0.8760454227882822
GRCh38_ENSG00000121775,1.0023122569540879
GRCh38_ENSG00000025800,0.4695464360068878
GRCh38_ENSG00000084652,0.6559869466419906
GRCh38_ENSG00000160050,0.17305601196732343
GRCh38_ENSG00000224066,nan
GRCh38_ENSG00000160051,nan
GRCh38_ENSG00000222046,1.5268190294093789
GRCh38_ENSG00000160055,0.14684433403618433
GRCh38_ENSG00000084623,-1.9425068066007198
GRCh38_ENSG00000183615,0.350480958455977
GRCh38_ENSG00000182866,2.911807600280176
GRCh38_ENSG00000116478,-1.1274114323540438
GRCh38_ENSG00000175130,-1.4069365997354717
GRCh38_ENSG00000162526,-0.330555051268478
GRCh38_ENSG00000225828,2.032587851857286
GRCh38_ENSG00000160058,0.3350273191019537
GRCh38_ENSG00000273274,1.5412527287614244
GRCh38_ENSG00000160062,2.520902645302909
GRCh38_ENSG00000176261,-0.44450502509279644
GRCh38_ENSG00000162521,0.4611612686638729
GRCh38_ENSG00000162520,1.4804789041133368
GRCh38_ENSG00000224409,nan
GRCh38_ENSG00000162522,-0.5379731361774301
GRCh38_ENSG00000134684,-0.41405309228590664
GRCh38_ENSG00000116497,1.5902113200765495
GRCh38_ENSG00000160097,nan
GRCh38_ENSG00000121900,0.6330601410535462
GRCh38_ENSG00000287691,1.5731787641628112
GRCh38_ENSG00000116514,1.6835205049147455
GRCh38_ENSG00000236065,0.9680599617147884
GRCh38_ENSG00000004455,0.30492140278616003
GRCh38_ENSG00000142920,-0.8594830592699269
GRCh38_ENSG00000116525,0.17811652371505451
GRCh38_ENSG00000284721,1.438710759360177
GRCh38_ENSG00000160094,0.3447798639630416
GRCh38_ENSG00000184389,0.1941395092386151
GRCh38_ENSG00000225313,3.934429232510373
GRCh38_ENSG00000134686,0.7657908071548329
GRCh38_ENSG00000233246,0.9672968061565967
GRCh38_ENSG00000121903,nan
GRCh38_ENSG00000121904,0.11699852991442042
GRCh38_ENSG00000142698,nan
GRCh38_ENSG00000287703,nan
GRCh38_ENSG00000163866,-0.37331552477592655
GRCh38_ENSG00000116544,0.00862619650958423
GRCh38_ENSG00000243749,-1.0565795987817617
GRCh38_ENSG00000163867,-0.07229657036666322
GRCh38_ENSG00000197056,-0.18113390867939652
GRCh38_ENSG00000116560,0.3044389076311949
GRCh38_ENSG00000146463,0.6426126349586108
GRCh38_ENSG00000227409,0.3037672028114288
GRCh38_ENSG00000142687,0.5783345612715135
GRCh38_ENSG00000020129,-0.4582931015812117
GRCh38_ENSG00000239636,2.0499974296420818
GRCh38_ENSG00000116819,1.4787214351894344
GRCh38_ENSG00000126067,-1.6800017225718695
GRCh38_ENSG00000142686,-1.0489597608146406
GRCh38_ENSG00000092853,-0.20563234089690752
GRCh38_ENSG00000134698,0.8353857183495282
GRCh38_ENSG00000092847,-0.6348462716484772
GRCh38_ENSG00000286899,0.6467043171925304
GRCh38_ENSG00000271914,1.041584377524299
GRCh38_ENSG00000126070,-0.21191073864964158
GRCh38_ENSG00000271554,1.2302132048306387
GRCh38_ENSG00000116863,0.8974193258708549
GRCh38_ENSG00000171812,2.121458597527212
GRCh38_ENSG00000054116,-0.612415784518636
GRCh38_ENSG00000116871,-0.7061777530329162
GRCh38_ENSG00000054118,0.3670402023456916
GRCh38_ENSG00000214193,-0.3818297010536603
GRCh38_ENSG00000142694,0.18502610723517054
GRCh38_ENSG00000196182,-0.9757881831419974
GRCh38_ENSG00000181817,-0.9387393534529667
GRCh38_ENSG00000116885,-0.6182217340362336
GRCh38_ENSG00000116898,-1.1618508002229717
GRCh38_ENSG00000119535,0.47166516929012514
GRCh38_ENSG00000163873,1.6735815082671759
GRCh38_ENSG00000223944,nan
GRCh38_ENSG00000233621,1.1400768466704863
GRCh38_ENSG00000163874,0.4230953514883336
GRCh38_ENSG00000163875,0.33330927630303764
GRCh38_ENSG00000163877,-1.002737394337374
GRCh38_ENSG00000134697,-1.1488660567371571
GRCh38_ENSG00000284748,1.0665593325896878
GRCh38_ENSG00000116922,-0.40574383391063196
GRCh38_ENSG00000134690,-1.1364738707620439
GRCh38_ENSG00000183317,0.5443068384260803
GRCh38_ENSG00000185090,0.4530336583760181
GRCh38_ENSG00000196449,0.9730626895447783
